"Missing firstname, skipping the record","缺省名字，忽略该记录"
"Missing lastname, skipping the record","缺少姓氏，忽略该记录"
"Month","月"
"My Account","我的帐户"
"My Account Wrapper","我的帐户包装"
"My Dashboard","我的面板"
"My Orders","我的订单"
"Name","姓名"
"Name and Address Options","姓名与地址选项"
"Never","从不"
"New Address","新增地址"
"New Address Entry","增加一个地址"
"New Customer","新客户"
"New Customer Address","新客户地址"
"New Customer Group","新客户分组"
"New Customer Groups","新客户分组"
"New Customers","新客户"
"New Group","新分组"
"New Password","新的密码"
"New account","新的帐户"
"New account confirmation key","新注册帐户认证码"
"New account confirmed","新帐户已通过确认"
"New password","新密码"
"New password field cannot be empty.","新密码字段不能为空。"
"Newsletter","通讯"
"Newsletter Finish","邮件列表完成"
"Newsletter Information","邮件列表信息"
"Newsletter Received","收到邮件列表"
"Newsletter Start","邮件列表开始"
"Newsletter Subscription","邮件列表订阅"
"Newsletters","邮件列表"
"No","否"
"No Items Found","No Items Found"
"No Newsletter Found","没有邮件列表"
"No customer collections found","没有顾客收藏"
"No item specified.","没有项目指定。"
"Not Sent","没有发送"
"Not confirmed, can login","未验证，但允许登录"
"Not confirmed, cannot login","未验证，不允许登录"
"Number of Lines in a Street Address ","地址行数"
"Offline","离线"
"Online","在线"
"Online Customers","在线客户"
"Online Customers Options","在线客户选项"
"Online Minutes Interval","在线时间间隔"
"Order #","订单号"
"Order Total","总订单"
"Orders","订单"
"PDF","PDF"
"Password","密码"
"Password Management","密码管理"
"Password Options","密码选项"
"Password forgotten","忘记密码"
"Password:","Password:"
"Paused","暂停"
"Pending","等待中"
"Per Website","独立"
"Personal Information","个人信息"
"Please enter your email below and we will send you a new password.","请在下面输入您的电子邮件，我们会将新的密码发给您。"
"Please enter your email below and we\'ll send you confirmation link for it.","请在下面输入您的电子邮件，我们会将确认链接发给您。"
"Please enter your email.","请输入您的电子邮件。"
"Please select","请选择"
"Please select region, state or province","请选择地区、省份"
"Please, check your e-mail for confirmation key.","请检查您的电子邮件，查看确认码。"
"Prefix","前缀"
"Prefix Dropdown Options","称谓下拉选项"
"Price","价格"
"Product","商品"
"Product ID","商品编号"
"Product Name","商品名称"
"Product Reviews","商品评论"
"Product Tags","商品标签"
"Purchase On","购买日期"
"Purchased At","购买时间"
"Qty","数量"
"Recent Orders","最近订单"
"Records for %s store found.","找到 %s 商店记录。"
"Redirect Customer to Account Dashboard after Logging in","在客户登陆后重定向到账号控制面板"
"Refunded","退款"
"Registered Customers","老客户"
"Remove","删除"
"Require Emails Confirmation","要求电子邮件验证"
"Retrieve address data","获取地址数据"
"Retrieve address info","获取地址信息"
"Retrieve customer addresses","获取客户地址"
"Retrieve customer data","获取客户数据"
"Retrieve customer groups","获取客户组"
"Retrieve customer info","获取客户信息"
"Retrieve customers","获取客户记录"
"Retrieve your confirmation link here","在这里找回您的确认链接"
"Retrieve your password here","在这里找回密码"
"SKU","库存"
"Sales Statistics","销售统计"
"Save","保存"
"Save Address","保存地址"
"Save Customer","保存客户"
"Save Customer Group","保存客户分组"
"Save Password","保存密码"
"Save and Continue Edit","保存并继续编辑"
"Saved %d record(s)","保存%d记录"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","分号(;)分隔的值。<br/>把空分号在第一个选项开始。<br/>离开开放的文本字段留空。"
"Send From","发自"
"Send Welcome Email","发送欢迎邮件"
"Send Welcome Email after Confirmation","验证成功后发送欢迎邮件"
"Send auto-generated password","发送自动生成的密码"
"Send confirmation link","发送确认链接"
"Sending","正在发送"
"Sent","已发出"
"Session Start Time","会话开始时间"
"Set as Default Billing Address","设为缺省的账单地址"
"Set as Default Shipping Address","设为缺省的送货地址"
"Share Customer Accounts","共享客户帐户"
"Shipped to First Name","收货人名字"
"Shipped to Last Name","收货人姓氏"
"Shipped to Name","收货人姓名"
"Shopping Cart","购物车"
"Shopping Cart - %d item(s)","购物车 - %d 件商品"
"Show Date of Birth","显示生日"
"Show Gender","Show Gender"
"Show Middle Name (initial)","显示中间名"
"Show Prefix","显示称谓"
"Show Suffix","显示后缀"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Sign Up for Newsletter","订阅电子杂志"
"Skipping import row, required field ""%s"" not defined","忽略导入行，必填栏目 ""%s"" 为定义"
"Skipping import row, website ""%s"" field not exists","忽略导入行，网站 ""%s"" 栏不存在"
"State/Province","省份"
"Status","状态"
"Store","商店"
"Store View","商店界面"
"Street Address","地址行一"
"Street Address ","街道地址 "
"Street Address %s","街道地址%s"
"Subject","标题"
"Submit","提交"
"Subscribe to Newsletter","订阅邮件列表"
"Subscribed to Newsletter?","订阅邮件列表？"
"Suffix","后缀"
"Suffix Dropdown Options","后缀下拉选项"
"Tag Name","标签名称"
"Tax Class","税种"
"Tax/VAT number","税号/增值税号码"
"Telephone","电话"
"Text","文字"
"Text One Line","一行文字"
"Thank you for registering with %s.","感谢您注册。"
"The account information has been saved.","该帐户信息已保存。"
"The address does not belong to this customer.","地址不属于该客户。"
"The address has been deleted.","成功删除地址"
"The address has been saved.","成功保存地址"
"The customer does not have default billing address.","客户并没有默认的帐单地址。"
"The customer group has been deleted.","客户群已被删除。"
"The customer group has been saved.","客户群已保存。"
"The group ""%s"" cannot be deleted.","组""%s""不能被删除。"
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","密码必须至少6个字符。前导或尾随空格将被忽略。"
"The suffix that goes after name (Jr., Sr., etc.)","显示于姓名之后的后缀 (Jr., Sr. 等.)"
"The title that goes before name (Mr., Mrs., etc.)","显示于姓名前的（Mr., Mrs. 等）"
"There are no items in customer's wishlist at the moment","客户的收藏中没有商品"
"There are no items in customer\'s shopping cart at the moment","客户的购物车中没有商品"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","此帐户已存在。如果您确定这是你的Email，<a href=""%s"">点击这里</a>找回你的密码。"
"This account is not confirmed.","该帐户尚未确认。"
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","此帐户是没有得到证实。 <a href=""%s"">点击这里</a>重新发送确认电子邮件。"
"This customer email already exists.","这个客户的电子邮件已经存在。"
"This customer has no saved addresses.","该客户没有保存地址。"
"This email address was not found in our records.","此电子邮件地址没有被我们的记录。"
"This email does not require confirmation.","此邮件不要求确认。"
"This email will be sent instead of default welcome email, after account confirmation.","这封电子邮件将被发送电子邮件，而不是内定的欢迎，开户后确认。"
"This is My Default %s Address","这是我的预设%s地址"
"To Cart","到购物车"
"Total","总额"
"Type","类型"
"Unknown","未知"
"Unsubscribe from Newsletter","退订邮件列表"
"Update","更新"
"Update customer address data","更新用户地址数据"
"Update customer data","更新用户数据"
"Use as My Default %s Address","作为默认的%s地址"
"Use as My Default Billing Address","作为我的缺省账单地址"
"Use as My Default Shipping Address","作为我的缺省送货地址"
"Use as my default billing address","作为我的默认的帐单地址"
"Use as my default shipping address","作为我的默认送货地址"
"View","查看"
"View Order","查看订单"
"Visitor","访客"
"Visitors Only","仅限访客"
"Website","网站"
"Welcome Email","欢迎邮件"
"Wishlist","收藏"
"Wishlist - %d item(s)","收藏 - %d件商品"
"Wrong confirmation key.","错误的确认码。"
"Wrong customer account specified.","错误的客户帐户。"
"Wrong email.","错误的电子邮件。"
"Wrong transactional account email type.","错误的交易帐户电子邮件类型。"
"YYYY","年"
"Year","年"
"Yes","是"
"You are currently not subscribed to any newsletter.","您没有订阅电子杂志。"
"You are currently not subscribed to our newsletter.","您没有订阅我们的电子杂志"
"You are currently subscribed to 'General Subscription'.","您订阅了电子杂志。"
"You are currently subscribed to our newsletter.","您订阅了我们的电子杂志。"
"You are now logged out","您已登出。"
"You have logged out and will be redirected to our homepage in 5 seconds.","您已登出，并会在5秒内被重定向到我们的主页。"
"You have no additional address entries in your address book.","您的地址簿中没有其它地址项。"
"You have no additional entries in your address book.","您的地址簿中没有其它地址项。"
"You have no default billing address in your address book.","您的地址簿中没有缺省的账单地址。"
"You have no default entries in your address book.","你有你的地址簿中没有默认项。"
"You have no default shipping address in your address book.","您的地址簿中没有缺省的送货地址。"
"You have not set a default billing address.","您还没有设置默认的帐单地址。"
"You have not set a default shipping address.","您还没有设置默认送货地址。"
"You have placed no orders yet.","您还没有任何订单。"
"You have placed no products yet.","您还没有订购任何商品。"
"Your account balance is: %s","您的帐户余额为：%s"
"ZIP","邮编"
"ZIP/Post Code","邮编"
"Zip/Postal Code","邮编"
"n/a","空"
"or","或"
